task,method,dataset,dataset_id,role,fold,protocol,status,returncode,command,adapter_sha256,config_sha256,input_sha256,frozen_split_sha256,train_mask_sha256,val_mask_sha256,test_mask_sha256,source_prediction_sha256,compact_prediction_path,compact_prediction_sha256,shape,finite,complete_test_coverage,fallback_used,fallback_policy,adapter_audit_source_sha256
Tangram__Vis9A_D7_spaim_effective4470__fold2,Tangram,Vis9A,Vis9A_D7_spaim_effective4470,Primary,2,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/tangram/run_tangram_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/primary/Vis9A_D7_spaim_effective4470/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/Vis9A_D7_spaim_effective4470/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/Vis9A_D7_spaim_effective4470/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/Vis9A_D7_spaim_effective4470/fold2/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Vis9A_D7_spaim_effective4470/gene_index_masks/fold2_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Vis9A_D7_spaim_effective4470/gene_index_masks/fold2_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Vis9A_D7_spaim_effective4470/gene_index_masks/fold2_test_gene_idx.npy"",""--st-normalization-scope"",""train_genes"",""--model-gene-scope"",""train_indices"",""--device"",""cuda:0"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/Tangram/Vis9A_D7_spaim_effective4470/fold2"",""--skip-adapter-metrics""]",be5c725d76e4e74e4714118fb32cbe90f5083d38bba3909eb853cd9eccf9272f,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,011e96b0da99b251e54cd84efd7fa86095ff89f2fd6ac9bf4e972e25791eb8b4,1a9cf15953f3bbef389ac43fa77d9baf9b30bc8da1f6b2867f455c1cc23abec8,716fad7064f06c21164d208724a2430d2607f6a0a308d056fc73d0083a29ab3a,d6af4a2437e5bbb53595e02be753d067346e001b9f253894f515998c19c1bcfa,171131c765a7dd984b0a392ab8c32d322a7a5c01d6a97cc995e2d5c67d30140d,2ed5ea71adf0d5e39404dee42f13a43a038066ee9d9b2b2e74430924a193e124,prediction_matrices/Vis9A_D7_spaim_effective4470/Tangram/fold2/prediction.npz,26941f3efc1f5186a75b9c275621d3401d7f66f9aa5041d6fe127af910e2a9d4,"[995,894]",True,True,False,,72d528726118221a580895fea52c0c05b661c01d612f5063eaf73eebb49685ed
Tangram__Vis9A_D7_spaim_effective4470__fold3,Tangram,Vis9A,Vis9A_D7_spaim_effective4470,Primary,3,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/tangram/run_tangram_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/primary/Vis9A_D7_spaim_effective4470/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/Vis9A_D7_spaim_effective4470/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/Vis9A_D7_spaim_effective4470/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/Vis9A_D7_spaim_effective4470/fold3/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Vis9A_D7_spaim_effective4470/gene_index_masks/fold3_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Vis9A_D7_spaim_effective4470/gene_index_masks/fold3_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Vis9A_D7_spaim_effective4470/gene_index_masks/fold3_test_gene_idx.npy"",""--st-normalization-scope"",""train_genes"",""--model-gene-scope"",""train_indices"",""--device"",""cuda:0"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/Tangram/Vis9A_D7_spaim_effective4470/fold3"",""--skip-adapter-metrics""]",be5c725d76e4e74e4714118fb32cbe90f5083d38bba3909eb853cd9eccf9272f,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,da70bea4781d7b653b0e1372f0a45d907ec80f65a17ca15e01b01ddee22ab2a6,81adbcd321b5f4633fd86b28cbb5c4437d68d6a4d997e605fda827667afb68c3,d1a740dee74f81000d26555bc50f537d8fcb7bddcaeab61632bde6497e1390ce,37684f98f14b15f246da067cae7bf06fc0c704aa468fc31536c34de5e1cfcf3f,d55ef121d713cd02df05b594f535b51173615252a8f9a6e67d2b6cd966f3a48f,96cc845875ce82e76cdf89e1f98d17e4b235a5b4ab22678d9b59a8d9b9073936,prediction_matrices/Vis9A_D7_spaim_effective4470/Tangram/fold3/prediction.npz,43b732e0116c1079da77dfd76b0de943e072f884691cb7d96315170976b72884,"[995,894]",True,True,False,,d8cddba97e846c2ac2ae67122e9d6d823c6507419ff550c5d32d3752909131bd
Tangram__Vis9A_D7_spaim_effective4470__fold4,Tangram,Vis9A,Vis9A_D7_spaim_effective4470,Primary,4,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/tangram/run_tangram_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/primary/Vis9A_D7_spaim_effective4470/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/Vis9A_D7_spaim_effective4470/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/Vis9A_D7_spaim_effective4470/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/Vis9A_D7_spaim_effective4470/fold4/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Vis9A_D7_spaim_effective4470/gene_index_masks/fold4_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Vis9A_D7_spaim_effective4470/gene_index_masks/fold4_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Vis9A_D7_spaim_effective4470/gene_index_masks/fold4_test_gene_idx.npy"",""--st-normalization-scope"",""train_genes"",""--model-gene-scope"",""train_indices"",""--device"",""cuda:0"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/Tangram/Vis9A_D7_spaim_effective4470/fold4"",""--skip-adapter-metrics""]",be5c725d76e4e74e4714118fb32cbe90f5083d38bba3909eb853cd9eccf9272f,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,9c9fbb648a2debbb3400fd5d8dad55bb18c1a19d073077459ecbae490b2dc791,ca37cca345803631a6db534677fcf1390324e903f322c3692674b04b9badd5aa,0da07dfc5b528133dddbd3fe9ddbf9b282b61034b19ab5f4de7b9ca96f6c2f1c,2a53191f7351d8e88a4869f602852bcc1323835a717f178dfe86a051eebb1b8c,1c103fefb542a56adead736a68e00112100b512663b8d80695177b5aac4244a0,ad22251ab563eead95fba84943a05471a67c000e22c6f0756ac04c298ff43312,prediction_matrices/Vis9A_D7_spaim_effective4470/Tangram/fold4/prediction.npz,3f162f0ded8f91ea7d3391e32ee1d1f9ce4fd7d56b57528423833eb96f90218e,"[995,894]",True,True,False,,68c3d247b30da477d527979b5f09189ce644c20ae4b700cfa9eda402b288c163
TransImp__Cell2location_mouse_brain_ST8059048_shared12819__fold0,TransImp,Cell2location,Cell2location_mouse_brain_ST8059048_shared12819,Primary,0,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/tranSpa-main/run_transpa_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/primary/Cell2location_mouse_brain_ST8059048_shared12819/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/Cell2location_mouse_brain_ST8059048_shared12819/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/Cell2location_mouse_brain_ST8059048_shared12819/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/Cell2location_mouse_brain_ST8059048_shared12819/fold0/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold0_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold0_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold0_test_gene_idx.npy"",""--st-normalization-scope"",""train_genes"",""--model-gene-scope"",""train_indices"",""--device"",""cuda:0"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/TransImp/Cell2location_mouse_brain_ST8059048_shared12819/fold0"",""--skip-adapter-metrics""]",c3d0bba450d3c7d4b47f6d3b984a90c4a4f1907d5c326d6e8c3536a0c3866dde,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,8c7cf0f2cef7bfae57f2bd3846bc527a3dba2429ce561d51522497f07b5bc4e8,beb942b57e04f728580ccf6e584d0e9a51c978cb1123faea34506275bdb95999,8be16e884c5f68f03a6fb475dc8299852e76f195ca05fb177189a01317f510ed,33ac1c5e8b36e2610ec33736f195b6999892ed5d10145c5f34ac647d4f36fcb4,42132cf916c0a08eee0ac52bb15ddbae937f039dad0d804ddf1b9dd549a97cd8,5dfc53bcafedd953f805cd7252b464261a6eb85b9b90011906770d5e08e5f2dc,prediction_matrices/Cell2location_mouse_brain_ST8059048_shared12819/TransImp/fold0/prediction.npz,8353955784c8a9f5bbfa7ed3399c9b8ee2e9b11d3aa22022bc77cd3a82a82f9e,"[2987,2564]",True,True,False,none; fail closed on missing or misordered prediction axes,6a0b522d3ef3e8716db704cfc03cd2f568788c986dede4ee117a761c637cffe5
TransImp__Cell2location_mouse_brain_ST8059048_shared12819__fold1,TransImp,Cell2location,Cell2location_mouse_brain_ST8059048_shared12819,Primary,1,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/tranSpa-main/run_transpa_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/primary/Cell2location_mouse_brain_ST8059048_shared12819/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/Cell2location_mouse_brain_ST8059048_shared12819/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/Cell2location_mouse_brain_ST8059048_shared12819/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/Cell2location_mouse_brain_ST8059048_shared12819/fold1/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold1_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold1_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold1_test_gene_idx.npy"",""--st-normalization-scope"",""train_genes"",""--model-gene-scope"",""train_indices"",""--device"",""cuda:0"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/TransImp/Cell2location_mouse_brain_ST8059048_shared12819/fold1"",""--skip-adapter-metrics""]",c3d0bba450d3c7d4b47f6d3b984a90c4a4f1907d5c326d6e8c3536a0c3866dde,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,a9fcfe791fd491ec4358a0a5ee4901c6c010b3a8eb9a11ee30b06d87c9c3982c,0ff2bfa6a65f9e83e52a8633dfedaa8721c7dd857b0ea23ed7c37b79be869435,f6dca5be5a6b3cb7e9e4aa5929f525a7647889689a628bd343be7b52871e6541,3be41559f2cc15da3c7c65c9638c12bd53309ca07291f9c628802d4009a9fb2e,c93d5ceafd8a0113441c5b57ba7410060f22ab7eb635b1b4baf6890b8402eb81,29c350294a560bdba5d7a424542c406fe05344e779fd3dedaa1a506c33d8911a,prediction_matrices/Cell2location_mouse_brain_ST8059048_shared12819/TransImp/fold1/prediction.npz,52f5821bfcb542e94321938ae10fcdf735a2db15d10652dcff53389a5f771132,"[2987,2564]",True,True,False,none; fail closed on missing or misordered prediction axes,8259001c506e6e8434a47a88c4d04d02026bdab6dd0fe9dc7f93277dde95d775
TransImp__Cell2location_mouse_brain_ST8059048_shared12819__fold2,TransImp,Cell2location,Cell2location_mouse_brain_ST8059048_shared12819,Primary,2,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/tranSpa-main/run_transpa_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/primary/Cell2location_mouse_brain_ST8059048_shared12819/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/Cell2location_mouse_brain_ST8059048_shared12819/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/Cell2location_mouse_brain_ST8059048_shared12819/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/Cell2location_mouse_brain_ST8059048_shared12819/fold2/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold2_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold2_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold2_test_gene_idx.npy"",""--st-normalization-scope"",""train_genes"",""--model-gene-scope"",""train_indices"",""--device"",""cuda:0"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/TransImp/Cell2location_mouse_brain_ST8059048_shared12819/fold2"",""--skip-adapter-metrics""]",c3d0bba450d3c7d4b47f6d3b984a90c4a4f1907d5c326d6e8c3536a0c3866dde,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,819a27cbe0214bd4181e39e5f0a15edf6ff6cb633d68febb389e0b1df9681788,eefeca3f31c91967f8ecb2d8afa5e2b990aff18fd97bee4ff8d4eacb1becc0cb,3b1d1818321bb1aad27509a350d0d0f4236b98ab1907a6ae09ecca0423d2259b,7721049aa7985f166194f9815e2072dcc66d56def574ce6922057026da582c1c,388b0c2f32a30a09cd51e187b80065e4362646d4a53ba443db77cbf7f93849fe,b2e365dedb7e26314914dc83fb74fa97e1762b3110445ba1a0e04c0235682e18,prediction_matrices/Cell2location_mouse_brain_ST8059048_shared12819/TransImp/fold2/prediction.npz,cf5aef16c3c0834eb836bcfc03a052ee23743eeba85aaedaa0b70eaacdc44361,"[2987,2564]",True,True,False,none; fail closed on missing or misordered prediction axes,c85e6b25987555af6181344f8a41d60ccb199717e9a3dda6834ac62149e42cfa
TransImp__Cell2location_mouse_brain_ST8059048_shared12819__fold3,TransImp,Cell2location,Cell2location_mouse_brain_ST8059048_shared12819,Primary,3,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/tranSpa-main/run_transpa_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/primary/Cell2location_mouse_brain_ST8059048_shared12819/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/Cell2location_mouse_brain_ST8059048_shared12819/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/Cell2location_mouse_brain_ST8059048_shared12819/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/Cell2location_mouse_brain_ST8059048_shared12819/fold3/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold3_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold3_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold3_test_gene_idx.npy"",""--st-normalization-scope"",""train_genes"",""--model-gene-scope"",""train_indices"",""--device"",""cuda:0"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/TransImp/Cell2location_mouse_brain_ST8059048_shared12819/fold3"",""--skip-adapter-metrics""]",c3d0bba450d3c7d4b47f6d3b984a90c4a4f1907d5c326d6e8c3536a0c3866dde,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,9d4ebd250b1cda6ffbcbb2b29f1a5fe0f0980335235d843caac9acc18f982fef,c7bebc9fe0284c3c385d44872385f244da718a70f8cdf397c5247d8fbe1f010c,64626541e38ccc7934d048bf78aca7d206cedec5c245492d4a4e9f90d279bd51,087c62d320d0fc959472bab977f31c2ad218ecd12a29a42774d0da150fee820e,bf93b7e05806eb237fb160017302819f4014b724aa0cf5cc93b97e6126b7c19d,9fe7812aa15d1d9d293d6b6138dbd5666df6897e69a65fdd69e16797931425c1,prediction_matrices/Cell2location_mouse_brain_ST8059048_shared12819/TransImp/fold3/prediction.npz,a6b7311d283f1c3e636e50591a26de6529cd932765522930b5c601f9eb357035,"[2987,2564]",True,True,False,none; fail closed on missing or misordered prediction axes,b7700fb1e61b7e1cadbd9f5f07d179f72929653e11957b34902442187c715c6c
TransImp__Cell2location_mouse_brain_ST8059048_shared12819__fold4,TransImp,Cell2location,Cell2location_mouse_brain_ST8059048_shared12819,Primary,4,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/tranSpa-main/run_transpa_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/primary/Cell2location_mouse_brain_ST8059048_shared12819/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/Cell2location_mouse_brain_ST8059048_shared12819/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/Cell2location_mouse_brain_ST8059048_shared12819/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/Cell2location_mouse_brain_ST8059048_shared12819/fold4/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold4_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold4_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold4_test_gene_idx.npy"",""--st-normalization-scope"",""train_genes"",""--model-gene-scope"",""train_indices"",""--device"",""cuda:0"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/TransImp/Cell2location_mouse_brain_ST8059048_shared12819/fold4"",""--skip-adapter-metrics""]",c3d0bba450d3c7d4b47f6d3b984a90c4a4f1907d5c326d6e8c3536a0c3866dde,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,f3f8a6437f43a07906d1664c0aee3bb44e3e6880b56b293a9988889281f03a28,6466cbcee4a1936f8dbb07a0960d6d76f25aa44542edc491134ce7eec5ef37f1,cbfd99ddf09fc04cdd459900188deebf6aa01fb6772593727f2ff5fc584e637c,c7b76f6a2f506710a748a0a3a82d9f5a0cda55969fbdb712f1aa6fc562c45645,9e94e2499f4429b3086b9be011fd8b5ba1762f33507e11202bd4d64e0ae69f73,183af2b467967e0a071c7d786955cb6b1866554603c82e28d87242e320ee88ae,prediction_matrices/Cell2location_mouse_brain_ST8059048_shared12819/TransImp/fold4/prediction.npz,52026f7fce60886efa0178175373cb2f4158e7fcb36877feb838a7ff33e66d8d,"[2987,2563]",True,True,False,none; fail closed on missing or misordered prediction axes,26230515710ed432e73d605d5af1652ee2ed392626d89d4a969e0cae97d9d6b1
TransImp__HBC_shared16112__fold0,TransImp,HBC,HBC_shared16112,Primary,0,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/tranSpa-main/run_transpa_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/primary/HBC_shared16112/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/HBC_shared16112/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/HBC_shared16112/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/HBC_shared16112/fold0/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/HBC_shared16112/gene_index_masks/fold0_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/HBC_shared16112/gene_index_masks/fold0_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/HBC_shared16112/gene_index_masks/fold0_test_gene_idx.npy"",""--st-normalization-scope"",""train_genes"",""--model-gene-scope"",""train_indices"",""--device"",""cuda:0"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/TransImp/HBC_shared16112/fold0"",""--skip-adapter-metrics""]",c3d0bba450d3c7d4b47f6d3b984a90c4a4f1907d5c326d6e8c3536a0c3866dde,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,0e0f26aae7890412c874fec53e7b273bd0d4e46909eb9e1b4b88e1dc1a04c319,4ce4847e775e2d24b06c749fb149a6aaa2de40942e4a9f3777be9f3abb032977,ef83fab615edb32ce9bdae91286943e023e38ae1f7e97b8d48274757fb37f562,76af4f9935024e2ac1fd6186c7e99cf5c01d56ca5fcc023d47497d9581c10874,a3f4969b2064f41c0446caa29c91b0a0bd97fba5a7bb664ac4176083afeb2f85,c23d1cdd31b3678727a37c6d6ad44567ec1b694b95efda568baab1cbe98bc4c2,prediction_matrices/HBC_shared16112/TransImp/fold0/prediction.npz,a23cc5d18bdf55145ac453f6115ef226b4083c01772d97deae35ebf515c8834f,"[4784,3223]",True,True,False,none; fail closed on missing or misordered prediction axes,a199b257537e171a0de4e2f6436c504221ea618b52ccf5f69cb7b8b4c6ae0403
TransImp__HBC_shared16112__fold1,TransImp,HBC,HBC_shared16112,Primary,1,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/tranSpa-main/run_transpa_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/primary/HBC_shared16112/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/HBC_shared16112/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/HBC_shared16112/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/HBC_shared16112/fold1/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/HBC_shared16112/gene_index_masks/fold1_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/HBC_shared16112/gene_index_masks/fold1_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/HBC_shared16112/gene_index_masks/fold1_test_gene_idx.npy"",""--st-normalization-scope"",""train_genes"",""--model-gene-scope"",""train_indices"",""--device"",""cuda:0"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/TransImp/HBC_shared16112/fold1"",""--skip-adapter-metrics""]",c3d0bba450d3c7d4b47f6d3b984a90c4a4f1907d5c326d6e8c3536a0c3866dde,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,71f97ec07a1af8c1e9452b99db6b09896c76912c566cef2b722885ba7fd8ba68,f6691162c498f3137b20fa905f242e3aef94af9baae454a9ea793484f2681761,6e62bbad175f2aaa6df1e9bb647e7adcdeadc72591877ab28245dcbff0363b30,a360b611bda06d9e4cc17925d9e0e1215cdc6989f2b6546ba1020b48ff8867a4,89d348c106fe410e5bd6f85aff16a978bd38b4406b96ed490b0f54c877a22d06,f36ca2d852840ead85fdb27368f5b3644ab2c41b5bd2c7a82da9a38b2fda728e,prediction_matrices/HBC_shared16112/TransImp/fold1/prediction.npz,97955fb62bd6266bfc929116d3d57bebe8126a3dcffd7296958edc6b226d22b0,"[4784,3223]",True,True,False,none; fail closed on missing or misordered prediction axes,42764984650e86967b65cebd703cf29649463ac6051f151bd578ea1d4e6fd763
TransImp__HBC_shared16112__fold2,TransImp,HBC,HBC_shared16112,Primary,2,A,completed,0,"[""python"",""${REPOSITORY_ROOT}/baseline/tranSpa-main/run_transpa_mhpr_fold_from_split.py"",""--locations-path"",""${ARCHIVE_ROOT}/processed_datasets/primary/HBC_shared16112/Locations.txt"",""--st-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/HBC_shared16112/Spatial_count.txt"",""--sc-data"",""${ARCHIVE_ROOT}/processed_datasets/primary/HBC_shared16112/scRNA_count.txt"",""--gene-split-json"",""${FORMAL_RUN_ROOT}/inputs/HBC_shared16112/fold2/mode_a_split.json"",""--train-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/HBC_shared16112/gene_index_masks/fold2_train_gene_idx.npy"",""--val-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/HBC_shared16112/gene_index_masks/fold2_val_gene_idx.npy"",""--test-gene-idx-path"",""${ARCHIVE_ROOT}/frozen_splits/primary/HBC_shared16112/gene_index_masks/fold2_test_gene_idx.npy"",""--st-normalization-scope"",""train_genes"",""--model-gene-scope"",""train_indices"",""--device"",""cuda:0"",""--output-dir"",""${FORMAL_RUN_ROOT}/baselines/TransImp/HBC_shared16112/fold2"",""--skip-adapter-metrics""]",c3d0bba450d3c7d4b47f6d3b984a90c4a4f1907d5c326d6e8c3536a0c3866dde,33553a6394a306c3f5a03dc99a3b6cdf27e9a7bd56202fe730d3c466d2f9b3d5,3151e7d7ecb1e6a766ccd9b8426b8cbd41bd28c195af49f220ada555888a0691,74e6b6d0a2308db90c59d08f6a9d95a2ea8ce510f160c4623ea4e6e171218d81,5615efb74616d0c80e8435991868790245143020fc88e691e677355667146182,cd66c3485da98b37730a74b6241945037566355ecfdb478262f3db6fd5fcd041,c3be12018dc6417829a992c180042316326aa1dee1f67df43376122d443c03dc,a69940dcf70af3baf85f0095d22de466b98d40fd691c4a9401be085ea300ae30,prediction_matrices/HBC_shared16112/TransImp/fold2/prediction.npz,8c4467a196b9c2e6cc7927d2af37bc3cc1f8e16097d9f8a1febbde4bea1881fd,"[4784,3222]",True,True,False,none; fail closed on missing or misordered prediction axes,cfc3d5a78290fb1c048a93f91e2ac836340eb74951ee5f48bc1a0bd425d4a613
