dataset,dataset_id,role,fold,method,candidate_count,selected_calibration,feature_kind,model_kind,target_mode,alpha,selection_rule,guard_pass,seed,test_prediction_accessed_before_lock,test_truth_accessed_before_lock,source_selection_lock_sha256,public_selection_lock_path,public_selection_lock_sha256,candidate_table_path
seqFISH+,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,cross_platform,1,GeneSPT,57,nmf32_elasticnet_affine_alpha0.001,nmf32,elasticnet,affine,0.001,maximum_validation_SSIM_subject_to_guards_then_raw_tie_score,True,42,False,False,68b4d4bc4948f5ec923c49fccace99de65cbcf505c578c2bd21c8b2e650aa763,protocol_a_reproducibility/readout_selections/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold1/selection_lock_public.json,08c9b707d98d4220d16eb15c1ee38043613961852301a16a529f293cdd899f48,protocol_a_reproducibility/readout_selections/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold1/GeneSPT/validation_candidates.csv
seqFISH+,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,cross_platform,1,GeneSPT-GC,57,pca32_nmf32_ridge_affine_alpha10,pca32_nmf32,ridge,affine,10.0,maximum_validation_SSIM_subject_to_guards_then_raw_tie_score,True,42,False,False,68b4d4bc4948f5ec923c49fccace99de65cbcf505c578c2bd21c8b2e650aa763,protocol_a_reproducibility/readout_selections/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold1/selection_lock_public.json,08c9b707d98d4220d16eb15c1ee38043613961852301a16a529f293cdd899f48,protocol_a_reproducibility/readout_selections/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold1/GeneSPT-GC/validation_candidates.csv
seqFISH+,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,cross_platform,2,GeneSPT,57,nmf32_ridge_mean_only_alpha0.1,nmf32,ridge,mean_only,0.1,maximum_validation_SSIM_subject_to_guards_then_raw_tie_score,True,42,False,False,88a417758ff5612409121de7b0c60328124b7dbc5d5d948bb153ae6126ccc76e,protocol_a_reproducibility/readout_selections/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold2/selection_lock_public.json,2793236b26789373369e1801449fc2be747c8bed45cf4b939309e309c9b670d5,protocol_a_reproducibility/readout_selections/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold2/GeneSPT/validation_candidates.csv
seqFISH+,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,cross_platform,2,GeneSPT-GC,57,nmf32_elasticnet_affine_alpha0.01,nmf32,elasticnet,affine,0.01,maximum_validation_SSIM_subject_to_guards_then_raw_tie_score,True,42,False,False,88a417758ff5612409121de7b0c60328124b7dbc5d5d948bb153ae6126ccc76e,protocol_a_reproducibility/readout_selections/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold2/selection_lock_public.json,2793236b26789373369e1801449fc2be747c8bed45cf4b939309e309c9b670d5,protocol_a_reproducibility/readout_selections/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold2/GeneSPT-GC/validation_candidates.csv
seqFISH+,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,cross_platform,3,GeneSPT,57,nmf32_ridge_mean_only_alpha1,nmf32,ridge,mean_only,1.0,maximum_validation_SSIM_subject_to_guards_then_raw_tie_score,True,42,False,False,8c773166686923b0ca7ea761945cafb6c98b4cb6afe507e30cce683203ed27e1,protocol_a_reproducibility/readout_selections/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/selection_lock_public.json,34c5446e0b312e296ad2a5104304fa0cb4072c46383e666b491adda760876c48,protocol_a_reproducibility/readout_selections/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/GeneSPT/validation_candidates.csv
seqFISH+,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,cross_platform,3,GeneSPT-GC,57,pca32_ridge_affine_alpha1,pca32,ridge,affine,1.0,maximum_validation_SSIM_subject_to_guards_then_raw_tie_score,True,42,False,False,8c773166686923b0ca7ea761945cafb6c98b4cb6afe507e30cce683203ed27e1,protocol_a_reproducibility/readout_selections/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/selection_lock_public.json,34c5446e0b312e296ad2a5104304fa0cb4072c46383e666b491adda760876c48,protocol_a_reproducibility/readout_selections/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold3/GeneSPT-GC/validation_candidates.csv
seqFISH+,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,cross_platform,4,GeneSPT,57,pca32_nmf32_ridge_affine_alpha1,pca32_nmf32,ridge,affine,1.0,maximum_validation_SSIM_subject_to_guards_then_raw_tie_score,True,42,False,False,435018c6579dfa96e8431dc225d8e4e1812218c4feb7eab2ebb8f07d2fb8146f,protocol_a_reproducibility/readout_selections/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/selection_lock_public.json,dc27f3d1bc165ddf28904801be11af19ad664a88073ed85c400392a81101f130,protocol_a_reproducibility/readout_selections/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/GeneSPT/validation_candidates.csv
seqFISH+,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,cross_platform,4,GeneSPT-GC,57,pca32_nmf32_elasticnet_mean_only_alpha0.001,pca32_nmf32,elasticnet,mean_only,0.001,maximum_validation_SSIM_subject_to_guards_then_raw_tie_score,True,42,False,False,435018c6579dfa96e8431dc225d8e4e1812218c4feb7eab2ebb8f07d2fb8146f,protocol_a_reproducibility/readout_selections/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/selection_lock_public.json,dc27f3d1bc165ddf28904801be11af19ad664a88073ed85c400392a81101f130,protocol_a_reproducibility/readout_selections/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/fold4/GeneSPT-GC/validation_candidates.csv
Vis9A,Vis9A_D7_spaim_effective4470,primary,0,GeneSPT,57,nmf32_ridge_affine_alpha0.1,nmf32,ridge,affine,0.1,maximum_validation_SSIM_subject_to_guards_then_raw_tie_score,True,42,False,False,d7b4f9b06fd5f32e8d7c247db0fe1e541f212c2aa9f2a2c4f32ccf7c32c21dbc,protocol_a_reproducibility/readout_selections/Vis9A_D7_spaim_effective4470/fold0/selection_lock_public.json,bcc8abcd1d77f7f5200dc73e3e28ad9e9f0f2842086e85b339fe08538bc98994,protocol_a_reproducibility/readout_selections/Vis9A_D7_spaim_effective4470/fold0/GeneSPT/validation_candidates.csv
Vis9A,Vis9A_D7_spaim_effective4470,primary,0,GeneSPT-GC,57,nmf32_ridge_affine_alpha0.1,nmf32,ridge,affine,0.1,maximum_validation_SSIM_subject_to_guards_then_raw_tie_score,True,42,False,False,d7b4f9b06fd5f32e8d7c247db0fe1e541f212c2aa9f2a2c4f32ccf7c32c21dbc,protocol_a_reproducibility/readout_selections/Vis9A_D7_spaim_effective4470/fold0/selection_lock_public.json,bcc8abcd1d77f7f5200dc73e3e28ad9e9f0f2842086e85b339fe08538bc98994,protocol_a_reproducibility/readout_selections/Vis9A_D7_spaim_effective4470/fold0/GeneSPT-GC/validation_candidates.csv
Vis9A,Vis9A_D7_spaim_effective4470,primary,1,GeneSPT,57,pca32_nmf32_ridge_affine_alpha0.1,pca32_nmf32,ridge,affine,0.1,maximum_validation_SSIM_subject_to_guards_then_raw_tie_score,True,42,False,False,53d198cd811dc0df41e32370a738d74b70c5f9f2a487cad640c54e1553c5b80f,protocol_a_reproducibility/readout_selections/Vis9A_D7_spaim_effective4470/fold1/selection_lock_public.json,a1f0788138fbf7c6d5e03cd65c82e2e20f2eb2da8685e8270513c84e89bb3554,protocol_a_reproducibility/readout_selections/Vis9A_D7_spaim_effective4470/fold1/GeneSPT/validation_candidates.csv
Vis9A,Vis9A_D7_spaim_effective4470,primary,1,GeneSPT-GC,57,pca32_ridge_affine_alpha0.1,pca32,ridge,affine,0.1,maximum_validation_SSIM_subject_to_guards_then_raw_tie_score,True,42,False,False,53d198cd811dc0df41e32370a738d74b70c5f9f2a487cad640c54e1553c5b80f,protocol_a_reproducibility/readout_selections/Vis9A_D7_spaim_effective4470/fold1/selection_lock_public.json,a1f0788138fbf7c6d5e03cd65c82e2e20f2eb2da8685e8270513c84e89bb3554,protocol_a_reproducibility/readout_selections/Vis9A_D7_spaim_effective4470/fold1/GeneSPT-GC/validation_candidates.csv
Vis9A,Vis9A_D7_spaim_effective4470,primary,2,GeneSPT,57,nmf32_ridge_affine_alpha10,nmf32,ridge,affine,10.0,maximum_validation_SSIM_subject_to_guards_then_raw_tie_score,True,42,False,False,396e177a8ca56729124b5059cd67d7ae2642ce54d045a4102382f6bb6805736a,protocol_a_reproducibility/readout_selections/Vis9A_D7_spaim_effective4470/fold2/selection_lock_public.json,6b92fb21586ccf811f9e4aa884998ee12f6dc368040a1a65e260d10d5f44ad4d,protocol_a_reproducibility/readout_selections/Vis9A_D7_spaim_effective4470/fold2/GeneSPT/validation_candidates.csv
Vis9A,Vis9A_D7_spaim_effective4470,primary,2,GeneSPT-GC,57,nmf32_elasticnet_affine_alpha0.01,nmf32,elasticnet,affine,0.01,maximum_validation_SSIM_subject_to_guards_then_raw_tie_score,True,42,False,False,396e177a8ca56729124b5059cd67d7ae2642ce54d045a4102382f6bb6805736a,protocol_a_reproducibility/readout_selections/Vis9A_D7_spaim_effective4470/fold2/selection_lock_public.json,6b92fb21586ccf811f9e4aa884998ee12f6dc368040a1a65e260d10d5f44ad4d,protocol_a_reproducibility/readout_selections/Vis9A_D7_spaim_effective4470/fold2/GeneSPT-GC/validation_candidates.csv
Vis9A,Vis9A_D7_spaim_effective4470,primary,3,GeneSPT,57,pca32_nmf32_ridge_scale_only_alpha0.1,pca32_nmf32,ridge,scale_only,0.1,maximum_validation_SSIM_subject_to_guards_then_raw_tie_score,True,42,False,False,c5e3ce3a4f4130c512454eb28c61c632cbeb02216329474da07a91415d02e92d,protocol_a_reproducibility/readout_selections/Vis9A_D7_spaim_effective4470/fold3/selection_lock_public.json,b809121343b9a62ce16a26a3d5e13e830a769600a6c3b7390b0612eb08b9ec94,protocol_a_reproducibility/readout_selections/Vis9A_D7_spaim_effective4470/fold3/GeneSPT/validation_candidates.csv
Vis9A,Vis9A_D7_spaim_effective4470,primary,3,GeneSPT-GC,57,pca32_nmf32_elasticnet_scale_only_alpha0.001,pca32_nmf32,elasticnet,scale_only,0.001,maximum_validation_SSIM_subject_to_guards_then_raw_tie_score,True,42,False,False,c5e3ce3a4f4130c512454eb28c61c632cbeb02216329474da07a91415d02e92d,protocol_a_reproducibility/readout_selections/Vis9A_D7_spaim_effective4470/fold3/selection_lock_public.json,b809121343b9a62ce16a26a3d5e13e830a769600a6c3b7390b0612eb08b9ec94,protocol_a_reproducibility/readout_selections/Vis9A_D7_spaim_effective4470/fold3/GeneSPT-GC/validation_candidates.csv
Vis9A,Vis9A_D7_spaim_effective4470,primary,4,GeneSPT,57,nmf32_elasticnet_affine_alpha0.01,nmf32,elasticnet,affine,0.01,maximum_validation_SSIM_subject_to_guards_then_raw_tie_score,True,42,False,False,7f15b470dd75ded75497c01dd65bc0bb15f0ee6352470c1af1e1a121e264b7d5,protocol_a_reproducibility/readout_selections/Vis9A_D7_spaim_effective4470/fold4/selection_lock_public.json,cd80538cf2d0505a1be20f090bbda566576af8d46ac32286f62a7de47ba0e19b,protocol_a_reproducibility/readout_selections/Vis9A_D7_spaim_effective4470/fold4/GeneSPT/validation_candidates.csv
Vis9A,Vis9A_D7_spaim_effective4470,primary,4,GeneSPT-GC,57,nmf32_ridge_affine_alpha0.1,nmf32,ridge,affine,0.1,maximum_validation_SSIM_subject_to_guards_then_raw_tie_score,True,42,False,False,7f15b470dd75ded75497c01dd65bc0bb15f0ee6352470c1af1e1a121e264b7d5,protocol_a_reproducibility/readout_selections/Vis9A_D7_spaim_effective4470/fold4/selection_lock_public.json,cd80538cf2d0505a1be20f090bbda566576af8d46ac32286f62a7de47ba0e19b,protocol_a_reproducibility/readout_selections/Vis9A_D7_spaim_effective4470/fold4/GeneSPT-GC/validation_candidates.csv
